,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
2327,Rockland,16186.9928,44926.38521,0.0,0.0,311687,NY,153062.0,146141.0,5.0,6921.0
2328,Rockwall,8521.106296,11682.38212,0.0,0.0,78337,TX,44862.0,43181.0,4.0,1681.0
2329,Rogers,15654.66935,20459.00153,1135.537696,0.0,86905,OK,44610.0,42651.0,4.0,1959.0
2330,Rolette,5551.39863,6726.185175,458.1499131,2.288244489,13937,ND,4890.0,4386.0,10.0,504.0
2331,Rooks,674.9226627,1046.864891,288.8355375,0.0,5181,KS,2810.0,2681.0,5.0,129.0
2332,Roosevelt,3013.257663,3628.0997340000004,2743.8268,2655.734061,10425,MT,4685.0,4439.0,5.0,246.0
2333,Roosevelt,4322.041664,8601.913439,580.571503,257.9446327,19846,NM,8007.0,7575.0,5.0,432.0
2334,Roscommon,7114.347443000001,9514.773787,44.57365755,0.0,24449,MI,7794.0,7090.0,9.0,704.0
2335,Roseau,3120.294341,3735.192003,1279.776502,91.9966491,15629,MN,8602.0,8262.0,4.0,340.0
2336,Rosebud,2079.684013,2936.549407,944.6488201999999,138.96932919999998,9233,MT,4169.0,3946.0,5.0,223.0
2337,Ross,18171.55156,22916.65568,1230.733641,0.0,78064,OH,33713.0,31907.0,5.0,1806.0
2338,Routt,2793.6241019999998,3873.0441060000003,378.2360497,106.214008,23509,CO,14274.0,13810.0,3.0,464.0
2339,Rowan,7719.7927230000005,9804.870701,76.59772027,0.0,23333,KY,10454.0,9843.0,6.0,611.0
2340,Rowan,31355.415739999997,45149.29671,0.0,0.0,138428,NC,63095.0,59252.0,6.0,3843.0
2341,Runnels,2037.6402239999998,3932.773364,661.4614636,0.0,10501,TX,4667.0,4494.0,4.0,173.0
2342,Rush,2873.372429,4164.528771,20.49208927,0.0,17392,IN,8838.0,8456.0,4.0,382.0
2343,Rush,1283.80585,1283.80585,1283.80585,907.2674291000001,3307,KS,1795.0,1732.0,4.0,63.0
2344,Rusk,14063.96565,16751.83595,1960.848229,0.0,53330,TX,22825.0,21740.0,5.0,1085.0
2345,Rusk,4184.985032,5265.790120000001,1139.332386,5.9202054770000005,14755,WI,7001.0,6619.0,6.0,382.0
2346,Russell,10944.50666,20830.33397,1632.961569,8.652566845,52947,AL,24104.0,22674.0,6.0,1430.0
2347,Russell,1027.878635,1760.25006,532.1775289,163.5081334,6970,KS,3733.0,3594.0,4.0,139.0
2348,Russell,6647.240967,7387.773531999999,192.0897888,0.0,17565,KY,6168.0,5446.0,12.0,722.0
2349,Russell,10412.43576,10922.46002,230.2619191,0.0,28897,VA,11423.0,10673.0,7.0,750.0
2350,Rutherford,24282.46259,28160.42145,805.9727567000001,0.0,67810,NC,25050.0,23104.0,8.0,1946.0
2351,Rutherford,34471.335080000004,59233.73779,55.11424008,0.0,262604,TN,155332.0,148375.0,5.0,6957.0
2352,Rutland,10877.81202,13452.57068,599.0309165,0.0,61642,VT,31255.0,29925.0,4.0,1330.0
2353,Sabine,9058.862226000001,10454.428740000001,2094.595609,0.0,24233,LA,9493.0,8815.0,7.0,678.0
2354,Sabine,4391.938832,4710.124734,1361.9894789999998,0.0,10834,TX,3498.0,3173.0,9.0,325.0
2355,Sac,2177.251524,2478.897165,661.8468649,0.0,10350,IA,5646.0,5457.0,3.0,189.0
2356,Sacramento,70523.7186,265063.8505,482.65918539999996,0.0,1418788,CA,685987.0,644870.0,6.0,41117.0
2357,Sagadahoc,5586.708186,7323.897492,129.5441424,0.0,35293,ME,18934.0,18268.0,4.0,666.0
2358,Saginaw,27735.527039999997,56712.623779999994,327.2378697,0.0,200169,MI,88253.0,83223.0,6.0,5030.0
2359,Saguache,3201.3976850000004,3201.3976850000004,3142.900264,726.7845543,6108,CO,3077.0,2888.0,6.0,189.0
2360,Salem,6223.658502,10887.66394,0.014195846000000002,0.0,66083,NJ,31080.0,28792.0,7.0,2288.0
2361,Salem,2801.6398510000004,5040.43585,0.0,0.0,24802,VA,12765.0,12201.0,4.0,564.0
2362,Saline,20579.37559,26681.402680000003,177.3473206,0.0,107118,AR,55992.0,53714.0,4.0,2278.0
2363,Saline,7167.574844,9073.927802,276.46570180000003,0.0,24913,IL,10344.0,9544.0,8.0,800.0
2364,Saline,4388.442836,13218.666729999999,382.52385760000004,0.0,55606,KS,30872.0,29712.0,4.0,1160.0
2365,Saline,4198.104172,6845.499091,403.014087,0.0,23370,MO,11057.0,10523.0,5.0,534.0
2366,Saline,2392.090052,4379.897316,875.3177278999999,0.0,14200,NE,7278.0,7065.0,3.0,213.0
2367,Saluda,6829.257745999999,7851.655276,240.6070727,0.0,19875,SC,8830.0,8368.0,5.0,462.0
2368,Sampson,23530.654469999998,27237.77524,913.6151699999999,0.0,63431,NC,29543.0,27794.0,6.0,1749.0
2369,Sanborn,711.3248514,711.3248514,702.0007472,62.83788052,2355,SD,1224.0,1193.0,3.0,31.0
2370,Sanders,4222.627621,4580.458814,2487.510396,995.1683198,11413,MT,4696.0,4306.0,8.0,390.0
2371,Sandoval,25079.884280000002,31730.644480000003,8386.531520999999,2908.717554,131561,NM,61805.0,57709.0,7.0,4096.0
2372,Sandusky,6406.734636,13129.3823,0.0,0.0,60944,OH,31354.0,29845.0,5.0,1509.0
2373,Sangamon,18837.32711,42712.171519999996,533.4532686000001,0.0,197465,IL,105388.0,99920.0,5.0,5468.0
2374,Sanilac,10920.91309,13778.32559,500.58855,0.0,43114,MI,19471.0,18203.0,7.0,1268.0
2375,Sanpete,6522.994665,10170.93268,585.2974531000001,0.0,27822,UT,11443.0,10970.0,4.0,473.0
2376,Sarasota,36821.19408,75631.4909,9.132280649,0.0,379448,FL,177827.0,168802.0,5.0,9025.0
2377,Saratoga,22278.38763,31623.19881,30.95156361,0.0,219607,NY,117549.0,112677.0,4.0,4872.0
2378,Sargent,698.7164084,719.2695401000001,245.1390287,0.0,3829,ND,2257.0,2216.0,2.0,41.0
2379,Sarpy,11894.88052,22147.827719999997,0.064223924,0.0,158840,NE,90635.0,88088.0,3.0,2547.0
2380,Sauk,8181.2042870000005,12190.44973,58.30922879999999,0.0,61976,WI,35329.0,33880.0,4.0,1449.0
2381,Saunders,2526.213501,2930.5429489999997,698.5866988,0.0,20780,NE,10926.0,10590.0,3.0,336.0
2382,Sawyer,5684.623073,6372.988003,1847.5619609999999,303.1215283,16557,WI,7822.0,7203.0,8.0,619.0
2383,Schenectady,16505.37856,33442.20163,323.4399004,0.0,154727,NY,76183.0,72596.0,5.0,3587.0
2384,Schleicher,323.39899019999996,607.8180913,48.79206261,13.05994167,3461,TX,1500.0,1421.0,5.0,79.0
2385,Schley,1543.178116,2150.008754,26.77494654,0.0,5010,GA,2110.0,1970.0,7.0,140.0
2386,Schoharie,7333.952165000001,8421.724188,306.26831319999997,0.0,32749,NY,14757.0,13901.0,6.0,856.0
2387,Schoolcraft,2105.942536,2671.277353,806.0752643999999,244.4193798,8485,MI,3452.0,3078.0,11.0,374.0
2388,Schuyler,1415.78328,2251.0926670000003,408.3175219,0.0,7544,IL,3481.0,3278.0,6.0,203.0
2389,Schuyler,1810.6439239999997,1810.6439239999997,1397.156976,0.0,4431,MO,1909.0,1798.0,6.0,111.0
2390,Schuyler,5095.668486,5379.535904,0.0,0.0,18343,NY,8399.0,7845.0,7.0,554.0
2391,Schuylkill,17825.898409999998,29058.3801,0.0,0.0,148289,PA,68186.0,63898.0,6.0,4288.0
2392,Scioto,21219.80498,28428.86005,861.8855487,0.0,79499,OH,29572.0,27310.0,8.0,2262.0
2393,Scotland,1592.604157,1967.6187129999998,324.46734530000003,0.0,4843,MO,2452.0,2341.0,5.0,111.0
2394,Scotland,11832.4953,15788.532940000001,435.44518960000005,0.0,36157,NC,11860.0,10603.0,11.0,1257.0
2395,Scott,3628.7918619999996,4919.255193,689.5539289,19.49339961,11233,AR,4486.0,4271.0,5.0,215.0
2396,Scott,9923.991003000001,32099.114889999997,283.8370756,0.0,165224,IA,87585.0,83448.0,5.0,4137.0
2397,Scott,935.5252968,1041.452556,51.1189159,0.0,5355,IL,2556.0,2407.0,6.0,149.0
2398,Scott,4595.9922799999995,6795.871037999999,0.0,0.0,24181,IN,10286.0,9726.0,5.0,560.0
2399,Scott,125.7415616,285.54890730000005,53.3836796,0.0,4936,KS,2885.0,2806.0,3.0,79.0
2400,Scott,5439.490662,9409.59666,360.6902295,0.0,47173,KY,26694.0,25634.0,4.0,1060.0
2401,Scott,9077.313617,14220.25979,0.0,0.0,129928,MN,79160.0,76693.0,3.0,2467.0
2402,Scott,9814.071127,13384.80561,1142.4290839999999,0.0,39191,MO,20057.0,19007.0,5.0,1050.0
2403,Scott,10091.674309999999,12311.68851,1482.746744,0.0,28264,MS,12983.0,12359.0,5.0,624.0
2404,Scott,9331.249931,10429.97422,420.9997841,0.0,22228,TN,8067.0,7316.0,9.0,751.0
2405,Scott,7940.562337,8816.567581,707.6130029,0.0,23177,VA,9500.0,9010.0,5.0,490.0
2406,Screven,5577.216985,6122.182251,1322.792418,0.0,14593,GA,5041.0,4622.0,8.0,419.0
2407,Scurry,4055.828096,5969.4996009999995,411.48244950000003,2.22399992,16921,TX,8161.0,7823.0,4.0,338.0
2408,Searcy,3796.614461,4195.368352,1567.579783,0.049011402,8195,AR,3027.0,2856.0,6.0,171.0
2409,Sebastian,14385.30744,37344.21596,124.7564277,0.0,125744,AR,57731.0,54961.0,5.0,2770.0
2410,Sedgwick,345.07882010000003,477.14803319999993,107.98216529999999,2.0845416009999997,2379,CO,1146.0,1107.0,3.0,39.0
2411,Sedgwick,56566.89844,119516.2727,307.5107838,0.0,498365,KS,246783.0,235028.0,5.0,11755.0
2412,Seminole,36273.37369,76831.48051000001,0.084601463,0.0,422718,FL,236649.0,224989.0,5.0,11660.0
2413,Seminole,2938.711088,3924.084989,189.1535161,0.0,8729,GA,3090.0,2840.0,8.0,250.0
2414,Seminole,7153.072934000001,10005.73942,694.7662149,0.0,25482,OK,9606.0,8949.0,7.0,657.0
2415,Seneca,7779.01382,9537.023942,0.0,0.0,35251,NY,15812.0,15000.0,5.0,812.0
2416,Seneca,8312.68702,14474.825569999999,0.0,0.0,56745,OH,27142.0,25831.0,5.0,1311.0
2417,Sequatchie,5299.980992,6591.242047,61.94803422,0.0,14112,TN,5783.0,5409.0,7.0,374.0
2418,Sequoyah,12033.22503,15822.897369999999,43.06197024,0.0,42391,OK,16778.0,15711.0,6.0,1067.0
2419,Sevier,7053.0919189999995,8519.86377,831.5429629,0.0,17058,AR,5603.0,5260.0,6.0,343.0
2420,Sevier,24120.89341,30745.93607,797.2174682,0.0,89889,TN,49768.0,46775.0,6.0,2993.0
2421,Sevier,3125.377693,5024.228013,141.8615444,0.0,20802,UT,9532.0,9107.0,5.0,425.0
2422,Seward,6768.265796,9451.277593,299.6985619,21.93321023,22952,KS,10623.0,10166.0,4.0,457.0
2423,Seward,2275.772505,2659.021413,585.6190972999999,0.0,16750,NE,8696.0,8443.0,3.0,253.0
2424,Shackelford,417.8002186,816.8470996,159.1362072,0.0,3378,TX,2081.0,2022.0,3.0,59.0
2425,Shannon,3714.5995829999997,4105.148999,1104.9272859999999,62.76681253,8441,MO,3338.0,3066.0,8.0,272.0
2426,Sharkey,1725.458161,2319.5029289999998,184.9202282,0.0,4916,MS,1727.0,1561.0,10.0,166.0
2427,Sharp,6712.380378,7946.555728,642.9211284,0.0,17264,AR,6004.0,5591.0,7.0,413.0
2428,Shasta,28105.955319999997,48236.50917,1420.0360039999998,13.8065392,177223,CA,74324.0,68550.0,8.0,5774.0
2429,Shawano,10314.78872,11989.72104,2137.491616,0.0,41949,WI,21302.0,20265.0,5.0,1037.0
2430,Shawnee,22826.97975,45405.059010000004,0.590020841,0.0,177934,KS,91236.0,87371.0,4.0,3865.0
2431,Sheboygan,7913.942540999999,19297.92468,189.3491669,0.0,115507,WI,61297.0,58986.0,4.0,2311.0
2432,Shelby,23600.22427,33488.48859,139.0006947,0.0,195085,AL,108198.0,103643.0,4.0,4555.0
2433,Shelby,2507.652427,3350.726278,712.1183639999999,0.0,12167,IA,7023.0,6821.0,3.0,202.0
2434,Shelby,4576.372104,5380.851793,1297.344533,0.0,22363,IL,10226.0,9624.0,6.0,602.0
2435,Shelby,5356.1715460000005,8104.613219,339.7235207,0.0,44436,IN,22626.0,21619.0,5.0,1007.0
2436,Shelby,5528.529418,9043.614489,24.09916385,0.0,42074,KY,22711.0,21792.0,4.0,919.0
2437,Shelby,1816.362029,2166.377254,950.2098699999999,1.597812414,6373,MO,3078.0,2933.0,5.0,145.0
2438,Shelby,8571.267344,12479.02023,0.0,0.0,49423,OH,24076.0,23042.0,4.0,1034.0
2439,Shelby,94674.52434,251270.9462,0.0,0.0,927644,TN,429297.0,401766.0,6.0,27531.0
2440,Shelby,7983.205479000001,10248.80395,1136.135047,0.0,25448,TX,11368.0,10771.0,5.0,597.0
2441,Shenandoah,7216.898954,10073.47262,30.83313631,0.0,41993,VA,21034.0,20135.0,4.0,899.0
2442,Sherburne,11763.65148,15282.138009999999,2.8758294839999996,0.0,88499,MN,49472.0,47496.0,4.0,1976.0
2443,Sheridan,945.8593124,945.8593124,933.9303907,684.0833474,2556,KS,1482.0,1449.0,2.0,33.0
2444,Sheridan,525.242077,688.704325,381.08048219999995,54.57208347,3384,MT,2072.0,2020.0,3.0,52.0
2445,Sheridan,560.8886339,560.8886339,460.7687784,321.00726299999997,1321,ND,726.0,689.0,5.0,37.0
2446,Sheridan,1360.1765480000001,1642.473516,886.1117197000001,220.2512276,5469,NE,2730.0,2656.0,3.0,74.0
2447,Sheridan,4502.338513000001,6188.63897,1139.278141,133.59018079999998,29116,WY,15965.0,15286.0,4.0,679.0
2448,Sherman,1910.020625,2228.829929,327.7730836,7.387197735,6010,KS,3090.0,3001.0,3.0,89.0
2449,Sherman,806.9732455,957.0949648,479.0679081,0.0,3152,NE,1709.0,1659.0,3.0,50.0
2450,Sherman,561.5200197,562.6473487000001,268.88021089999995,3.853425113,1765,OR,888.0,834.0,6.0,54.0
2451,Sherman,190.5710939,578.4534406,140.7036947,0.26396115,3034,TX,1419.0,1380.0,3.0,39.0
2452,Shiawassee,14937.92389,20050.37411,0.0,0.0,70648,MI,33021.0,31155.0,6.0,1866.0
2453,Shoshone,1987.740534,2911.228811,234.3332662,1.559196325,12765,ID,5126.0,4722.0,8.0,404.0
2454,Sibley,2095.231844,2671.17787,100.4262179,0.0,15226,MN,8510.0,8158.0,4.0,352.0
2455,Sierra,768.4093195,768.4093195,693.7754932,9.875538838999999,3240,CA,1356.0,1237.0,9.0,119.0
2456,Sierra,3278.807886,5543.298692,945.3674507000001,192.4589778,11988,NM,4011.0,3647.0,9.0,364.0
2457,Simpson,3075.913662,4950.414701,0.0,0.0,17327,KY,8333.0,7935.0,5.0,398.0
2458,Simpson,9393.186221,11099.17182,881.7276472000001,0.0,27503,MS,10897.0,10257.0,6.0,640.0
2459,Sioux,3101.674692,5639.834717,7.754658758,0.0,33704,IA,20773.0,20259.0,3.0,514.0
2460,Sioux,2304.654659,2422.7156010000003,1088.4909519999999,357.6212636,4153,ND,1294.0,1237.0,4.0,57.0
2461,Sioux,430.4429972,430.4429972,320.91065249999997,292.278408,1311,NE,788.0,768.0,3.0,20.0
2462,Siskiyou,11189.11889,15016.8624,2844.33995,563.7433356,44900,CA,17920.0,16242.0,9.0,1678.0
2463,Sitka,886.8277509,1256.964575,0.0,0.0,8881,AK,4607.0,4395.0,5.0,212.0
2464,Skagit,16010.541680000002,25943.16973,499.34431739999997,6.084177481,116901,WA,56713.0,52843.0,7.0,3870.0
2465,Skagway,21.25647798,40.54134963,0.93546944,0.049684082000000004,968,AK,814.0,720.0,12.0,94.0
2466,Skamania,2607.530475,2794.7588760000003,100.125883,0.0,11066,WA,4950.0,4580.0,8.0,370.0
2467,Slope,197.9999989,197.9999989,188.5708565,91.84325997,727,ND,465.0,453.0,3.0,12.0
2468,Smith,701.2888201000001,1029.3520330000001,481.6098466,0.973715558,3853,KS,2094.0,2013.0,4.0,81.0
2469,Smith,6586.1189380000005,6884.173951000001,870.4259164999999,0.0,16491,MS,6754.0,6392.0,5.0,362.0
2470,Smith,5202.825238,6005.087317,2.500871181,0.0,19166,TN,8472.0,7997.0,6.0,475.0
2471,Smith,41451.219860000005,65258.19557,41.72455327,0.0,209714,TX,103648.0,99018.0,5.0,4630.0
2472,Smyth,10299.083540000001,12564.895129999999,65.56590227,0.0,32208,VA,13460.0,12582.0,7.0,878.0
2473,Snohomish,38567.78815,88913.37791,345.34271839999997,11.77428003,713335,WA,401650.0,382890.0,5.0,18760.0
2474,Snyder,8931.112781,10644.49975,654.5192811000001,0.0,39702,PA,20064.0,19122.0,5.0,942.0
2475,Socorro,5240.644784,7395.429995,2640.832568,1478.2521279999999,17866,NM,6510.0,6019.0,8.0,491.0
2476,Solano,21920.8947,56650.46792999999,11.36369861,0.0,413344,CA,205325.0,192736.0,6.0,12589.0
2477,Somerset,7078.707873,8517.963274,392.0617781,0.0,26470,MD,9214.0,8454.0,8.0,760.0
2478,Somerset,15853.083319999998,19017.56205,1547.051907,79.65737086,52228,ME,23634.0,22086.0,7.0,1548.0
2479,Somerset,11811.77085,24846.49059,0.0,0.0,323444,NJ,174324.0,166357.0,5.0,7967.0
2480,Somerset,23784.39047,26018.213480000002,685.735488,0.0,77742,PA,34463.0,32110.0,7.0,2353.0
2481,Somervell,1396.850031,1659.704531,0.0,0.0,8490,TX,4107.0,3901.0,5.0,206.0
2482,Sonoma,30917.84984,70174.01635,293.79614019999997,0.0,483878,CA,258426.0,246837.0,5.0,11589.0
2483,Southampton,6873.071275,6899.383312000001,2707.819832,0.0,18570,VA,9196.0,8827.0,4.0,369.0
2484,Spalding,14700.52715,20884.848430000002,0.0,0.0,64073,GA,27114.0,24934.0,8.0,2180.0
2485,Spartanburg,68907.25209,93413.78949,1039.805769,0.0,284307,SC,139880.0,131900.0,6.0,7980.0
2486,Spencer,4155.534214,4683.908917,0.619820623,0.0,20952,IN,10974.0,10520.0,4.0,454.0
2487,Spencer,2889.3456899999996,3319.439142,0.0,0.0,17061,KY,9186.0,8789.0,4.0,397.0
2488,Spink,1223.776502,1708.00458,915.5003201999999,143.5661253,6415,SD,3310.0,3208.0,3.0,102.0
2489,Spokane,35030.34712,90329.98996,1524.188792,0.0,471221,WA,227903.0,212951.0,7.0,14952.0
2490,Spotsylvania,13473.26913,19982.31126,915.7486007000001,0.0,122397,VA,63800.0,60840.0,5.0,2960.0
2491,Stafford,1151.373347,1278.725859,455.0546948,0.0,4437,KS,2182.0,2095.0,4.0,87.0
2492,Stafford,7978.064356999999,12469.07282,0.0,0.0,128961,VA,66649.0,63674.0,5.0,2975.0
2493,Stanislaus,39362.39927,118674.86099999999,220.42908140000003,0.0,514453,CA,241609.0,218687.0,10.0,22922.0
2494,Stanley,504.93461179999997,633.5827928,173.1532453,106.2564851,2966,SD,1831.0,1787.0,2.0,44.0
2495,Stanly,13594.23196,18349.2896,0.0,0.0,60585,NC,28796.0,27263.0,5.0,1533.0
2496,Stanton,285.13576639999997,467.6618945,90.93042959,0.0,2235,KS,1061.0,1029.0,3.0,32.0
2497,Stanton,1994.0436710000001,1994.0436710000001,1238.222731,0.0,6129,NE,3504.0,3415.0,3.0,89.0
2498,Stark,1822.2385420000003,1822.2385420000003,584.2845694,0.0,5994,IL,2761.0,2578.0,7.0,183.0
2499,Stark,2763.020078,5079.325962,1069.672176,358.6503288,24199,ND,20298.0,19749.0,3.0,549.0
2500,Stark,39489.98236,83509.56017000001,0.0,0.0,375586,OH,186530.0,176711.0,5.0,9819.0
2501,Starke,7253.490685,9196.58745,37.1917732,0.0,23363,IN,10548.0,9921.0,6.0,627.0
2502,Starr,31004.512000000002,35953.91708,1308.8095230000001,557.5933267999999,60968,TX,25855.0,22376.0,14.0,3479.0
2503,Staunton,691.2301029,5644.976914,0.0,0.0,23746,VA,11809.0,11295.0,4.0,514.0
2504,Stearns,19587.40452,34781.713789999994,1259.001761,0.0,150642,MN,88137.0,84962.0,4.0,3175.0
2505,Steele,3959.729482,7361.919815,14.00411433,0.0,36576,MN,21203.0,20498.0,3.0,705.0
2506,Steele,580.9898542999999,580.9898542999999,563.46903,108.89145359999999,1975,ND,1063.0,1039.0,2.0,24.0
2507,Stephens,8406.115731,10609.487579999999,0.0,0.0,26175,GA,10862.0,10153.0,7.0,709.0
2508,Stephens,6485.4684130000005,11646.45896,1016.4497880000001,1.728679008,45048,OK,20278.0,19061.0,6.0,1217.0
2509,Stephens,2416.271635,3645.3429479999995,243.95724469999996,0.0,9630,TX,4104.0,3932.0,4.0,172.0
2510,Stephenson,5749.236334,10752.039420000001,124.66956029999999,0.0,47711,IL,21537.0,20115.0,7.0,1422.0
2511,Sterling,437.3217398,437.3217398,437.3217398,437.25974569999994,1143,TX,746.0,721.0,3.0,25.0
2512,Steuben,7878.435087999999,8813.529862000001,154.68240830000002,0.0,34185,IN,19981.0,19199.0,4.0,782.0
2513,Steuben,20916.98673,28248.1111,875.4781041000001,0.0,98990,NY,43956.0,41194.0,6.0,2762.0
2514,Stevens,711.5774903,1149.4676539999998,416.8295086,0.0,5724,KS,3178.0,3060.0,4.0,118.0
2515,Stevens,1300.487018,2133.293636,273.9152053,0.0,9726,MN,5709.0,5549.0,3.0,160.0
2516,Stevens,12265.55865,14149.33937,4894.520276,765.1735888,43531,WA,17451.0,15886.0,9.0,1565.0
2517,Stewart,2219.807406,2592.3661690000004,407.8526212,0.0,6058,GA,2114.0,1968.0,7.0,146.0
2518,Stewart,5353.468790999999,5511.278165,694.6157226,0.0,13324,TN,5131.0,4737.0,8.0,394.0
2519,Stillwater,1372.649248,1596.7505019999999,529.2932556,155.68926000000002,9117,MT,4922.0,4738.0,4.0,184.0
2520,Stoddard,6164.7993369999995,9977.827542,91.06500294,0.0,29968,MO,13238.0,12362.0,7.0,876.0
2521,Stokes,13441.4415,15027.55467,804.3257653,0.0,47401,NC,21804.0,20620.0,5.0,1184.0
2522,Stone,5470.557765,6048.582796,1531.844747,0.0,12394,AR,4705.0,4411.0,6.0,294.0
2523,Stone,10474.18658,11454.13595,102.4168797,0.0,32202,MO,13373.0,12318.0,8.0,1055.0
2524,Stone,5707.987286,6342.992578,966.1473156999999,0.0,17786,MS,6410.0,5935.0,7.0,475.0
2525,Stonewall,145.3696697,313.9462481,61.25147425,0.037059312000000004,1490,TX,662.0,633.0,4.0,29.0
2526,Storey,866.6965039999999,866.6965039999999,8.122769359,0.0,4010,NV,1873.0,1734.0,7.0,139.0
2527,Story,11027.866170000001,23685.63485,335.9933787,0.0,89542,IA,57467.0,56021.0,3.0,1446.0
2528,Strafford,16947.57303,21697.227730000002,0.0,0.0,123143,NH,70939.0,68727.0,3.0,2212.0
2529,Stutsman,3071.937739,5006.334135,964.3213007999999,482.02838710000003,21100,ND,10713.0,10437.0,3.0,276.0
2530,Sublette,1485.314684,1723.1449879999998,429.6793591,128.4763443,10247,WY,4580.0,4340.0,5.0,240.0
2531,Suffolk,6621.948111,68100.41708,0.0,0.0,722023,MA,420860.0,402312.0,4.0,18548.0
2532,Suffolk,71495.79139,168641.2051,0.0,0.0,1493350,NY,780621.0,743913.0,5.0,36708.0
2533,Suffolk,6694.850789,13344.964109999999,3.077200615,0.0,84585,VA,42290.0,40190.0,5.0,2100.0
2534,Sullivan,5296.706559,6197.760731,140.05080900000002,0.0,21475,IN,8658.0,8118.0,6.0,540.0
2535,Sullivan,2358.517089,3109.409463,937.3691017000001,0.0,6714,MO,2780.0,2614.0,6.0,166.0
2536,Sullivan,7626.948665000001,10056.23213,276.6598268,0.0,43742,NH,23577.0,22930.0,3.0,647.0
2537,Sullivan,22152.35824,25824.386280000002,162.0203064,0.0,77547,NY,33904.0,32077.0,5.0,1827.0
2538,Sullivan,2272.884381,2388.573069,871.6099868999999,0.0,6428,PA,3034.0,2847.0,6.0,187.0
2539,Sullivan,37294.94658,51563.41283,3.891496239,0.0,156823,TN,69035.0,65049.0,6.0,3986.0
2540,Sully,316.9866499,316.9866499,316.9866499,280.9913648,1373,SD,868.0,846.0,3.0,22.0
2541,Summers,5154.245969,5815.344653,442.20065430000005,0.0,13927,WV,4509.0,4191.0,7.0,318.0
2542,Summit,3463.188436,4768.106911,93.72688521,0.0034711440000000002,27994,CO,20553.0,20034.0,3.0,519.0
2543,Summit,49738.84169,120424.2624,0.0,0.0,541781,OH,271713.0,258212.0,5.0,13501.0
2544,Summit,4079.4447880000002,5541.710436,836.5181142000001,42.63062585,36324,UT,23120.0,22355.0,3.0,765.0
2545,Sumner,3963.9536020000005,5505.488463000001,1382.166962,0.0,24132,KS,11079.0,10587.0,4.0,492.0
2546,Sumner,24876.05636,36222.39581,0.0,0.0,160645,TN,88443.0,84371.0,5.0,4072.0
2547,Sumter,5380.25576,7038.311312000001,1455.96527,3.340577441,13763,AL,5107.0,4699.0,8.0,408.0
2548,Sumter,15652.993369999998,20341.79542,78.5771686,0.0,93420,FL,28635.0,26430.0,8.0,2205.0
2549,Sumter,10503.198409999999,14205.05345,30.86285949,0.0,32819,GA,12832.0,11766.0,8.0,1066.0
2550,Sumter,30655.569180000002,41311.56713,421.1278131,0.0,107456,SC,44379.0,41356.0,7.0,3023.0
2551,Sunflower,12043.68129,15568.89181,262.9269611,0.0,29450,MS,8474.0,7585.0,11.0,889.0
2552,Surry,22155.33744,27063.097939999996,148.648272,0.0,73673,NC,33328.0,31522.0,5.0,1806.0
2553,Surry,2093.380193,2093.380193,468.4058437,0.0,7058,VA,3716.0,3528.0,5.0,188.0
2554,Susquehanna,11715.49925,13451.07379,315.138609,0.0,43356,PA,21400.0,20205.0,6.0,1195.0
2555,Sussex,40041.59651,50857.48717,0.0,0.0,197145,DE,98037.0,93196.0,5.0,4841.0
2556,Sussex,14138.07347,17366.98676,0.0,0.0,149265,NJ,76640.0,72454.0,6.0,4186.0
2557,Sussex,3940.712032,4581.191453,1472.346959,0.0,12087,VA,4073.0,3794.0,7.0,279.0
2558,Sutter,13571.520669999998,25915.69442,429.69109789999993,0.0,94737,CA,44704.0,39914.0,11.0,4790.0
2559,Sutton,361.1826062,867.4885499,108.7579067,44.58610653,4128,TX,1718.0,1614.0,6.0,104.0
2560,Suwannee,14604.844869999999,16623.143509999998,2217.6762280000003,0.0,41551,FL,17937.0,16957.0,6.0,980.0
2561,Swain,5400.757947,5816.304115999999,384.3275255,0.0,13981,NC,6775.0,6255.0,8.0,520.0
2562,Sweetwater,3593.2662689999997,6460.712693,376.2384245,315.6284013,43806,WY,22794.0,21716.0,5.0,1078.0
2563,Swift,1938.316178,2306.30558,1478.642876,1.053904365,9783,MN,5170.0,4860.0,6.0,310.0
2564,Swisher,1194.819826,2255.8133390000003,674.1863387,0.0,7854,TX,2730.0,2600.0,5.0,130.0
2565,Switzerland,3013.846296,3282.3257129999997,157.00246830000003,0.0,10613,IN,4854.0,4613.0,5.0,241.0
2566,Talbot,2847.754925,3168.92058,175.2906885,0.0,6865,GA,2696.0,2488.0,8.0,208.0
2567,Talbot,3969.907021,5153.725522,0.0,0.0,37782,MD,19328.0,18381.0,5.0,947.0
2568,Taliaferro,1101.556988,1101.556988,754.3443063999999,0.0,1717,GA,593.0,547.0,8.0,46.0
2569,Talladega,24232.36575,32614.2262,11.65872986,0.0,82291,AL,35134.0,32824.0,7.0,2310.0
2570,Tallahatchie,8129.792273,9107.582322,5748.8762990000005,0.0,15378,MS,5810.0,5371.0,8.0,439.0
2571,Tallapoosa,12423.02031,15037.41881,875.8868802000001,0.0,41616,AL,18740.0,17598.0,6.0,1142.0
