Unnamed: 0_x,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State,Unnamed: 0_y,Civilian labour force,Employed poulation,Rate of Unemployment,Unemployed population
1477,Keith,1201.0253810000002,1795.7624309999999,516.2199831,9.567655511,8368,NE,1735,4684.0,4559.0,3.0,125.0
1478,Kemper,4856.673322,5511.351197999999,2080.0855699999997,0.0,10456,MS,1463,3577.0,3207.0,10.0,370.0
1479,Kenai Peninsula,12092.08896,13873.293459999999,2536.0585579999997,394.6383537,55400,AK,,,,,
1480,Kendall,8585.999806,12262.78799,10.20727967,0.0,114736,IL,658,66278.0,62846.0,5.0,3432.0
1481,Kendall,4386.994685000001,5927.813831,283.93136610000005,0.0,33410,TX,2699,19145.0,18518.0,3.0,627.0
1482,Kenedy,141.543569,141.543569,137.84168569999997,35.05256633,416,TX,2700,282.0,273.0,3.0,9.0
1483,Kennebec,21351.89877,31519.75852,620.7669082,0.0,122151,ME,1205,61626.0,59013.0,4.0,2613.0
1484,Kenosha,15916.6958,33587.441080000004,0.0,0.0,166426,WI,3129,87548.0,83085.0,5.0,4463.0
1485,Kent,23817.2904,38063.19027,0.0,0.0,162310,DE,328,76595.0,72470.0,5.0,4125.0
1486,Kent,3223.004036,4207.999169,5.685569778,0.0,20197,MD,1230,10608.0,10043.0,5.0,565.0
1487,Kent,51554.08777,122499.5424,0.0,0.0,602622,MI,1297,341904.0,329042.0,4.0,12862.0
1488,Kent,11475.482259999999,23497.11166,0.0,0.0,166158,RI,2355,91018.0,85996.0,6.0,5022.0
1489,Kent,241.7637804,241.7637804,234.9829318,184.9250217,808,TX,2701,497.0,484.0,3.0,13.0
1490,Kenton,14638.95849,29361.62293,0.0,0.0,159720,KY,1072,82447.0,78780.0,4.0,3667.0
1491,Keokuk,2756.780275,2905.885849,881.3633262,0.0,10511,IA,861,5428.0,5195.0,4.0,233.0
1492,Kern,86713.2407,221463.5755,5377.04654,64.44615625,839631,CA,209,390873.0,350944.0,10.0,39929.0
1493,Kerr,13159.51019,16021.83525,478.9235585,44.16795194,49625,TX,2702,21163.0,20386.0,4.0,777.0
1494,Kershaw,18610.44919,22062.0331,1518.617266,0.0,61697,SC,2387,28945.0,27217.0,6.0,1728.0
1495,Ketchikan Gateway,604.414453,1352.309069,0.0,0.0,13477,AK,,,,,
1496,Kewaunee,2764.556233,3867.5550909999997,0.0,0.0,20574,WI,3130,10901.0,10455.0,4.0,446.0
1497,Keweenaw,877.2646049000001,877.2646049000001,125.36710120000001,50.28324598,2156,MI,1298,938.0,851.0,9.0,87.0
1498,Keya Paha,400.8648654,400.8648654,400.4002873,159.697483,824,NE,,,,,
1499,Kidder,974.6310672000001,974.6310672000001,972.0309242999999,929.6316803,2435,ND,2049,1343.0,1294.0,4.0,49.0
1500,Kimball,417.1412735,786.0567969,92.16286856,0.263406586,3821,NE,1737,2051.0,1978.0,4.0,73.0
1501,Kimble,416.8503423,682.0988006,231.17406,8.994444083,4607,TX,2703,1998.0,1926.0,4.0,72.0
1502,King George,3459.0467840000006,3898.1104630000004,0.0,0.0,23584,VA,,,,,
1503,King William,2768.9183629999998,3142.714205,163.979347,0.0,15935,VA,,,,,
1504,King and Queen,2458.472877,2467.048313,342.86982810000006,0.0,6945,VA,,,,,
1505,King,15.67123301,15.67123301,15.67123301,12.23523583,286,TX,2704,200.0,193.0,4.0,7.0
1506,King,59287.13355,207299.2912,319.085827,191.49069319999998,1931249,WA,3020,1178040.0,1127580.0,4.0,50460.0
1507,Kingfisher,2815.948836,4375.007216,517.3405238,0.0,15034,OK,2207,8276.0,8016.0,3.0,260.0
1508,Kingman,1521.481015,2067.345828,638.0637472,0.0,7858,KS,955,3649.0,3491.0,4.0,158.0
1509,Kings,16777.35535,37512.37059,65.3244311,0.0,152982,CA,210,57873.0,51797.0,11.0,6076.0
1510,Kings,84.96729873,8185.115521,0.0,0.0,2504700,NY,1887,1229405.0,1156891.0,6.0,72514.0
1511,Kingsbury,1116.489782,1144.690279,773.8276125,21.34113095,5148,SD,2444,2748.0,2667.0,3.0,81.0
1512,Kinney,920.1591104,1274.3972119999999,81.20784675,5.7063902870000005,3598,TX,2705,1184.0,1109.0,6.0,75.0
1513,Kiowa,498.1753612,498.1753612,498.1753612,484.08209139999997,1398,CO,285,791.0,770.0,3.0,21.0
1514,Kiowa,1067.5856410000001,1067.5856410000001,1064.132024,908.5019914999999,2553,KS,956,1448.0,1405.0,3.0,43.0
1515,Kiowa,2837.998164,3484.165707,1879.966557,31.04537215,9446,OK,2208,4163.0,3969.0,5.0,194.0
1516,Kit Carson,1217.197621,1677.656624,694.9838009,81.84362879999999,8270,CO,,,,,
1517,Kitsap,26619.89655,42747.75673,1.139179716,0.0,251133,WA,3021,115357.0,108912.0,6.0,6445.0
1518,Kittitas,8114.260503,13064.97379,435.2582977,1.6718784919999998,40915,WA,3022,20847.0,19544.0,6.0,1303.0
1519,Kittson,782.2228748,897.9960199,374.53677789999995,27.65996008,4552,MN,1375,2473.0,2359.0,5.0,114.0
1520,Klamath,12757.33816,19867.25791,4422.377532,2639.377688,66380,OR,2266,28661.0,26427.0,8.0,2234.0
1521,Kleberg,7005.367173999999,12907.512490000001,485.26103430000006,0.0,32061,TX,2706,14385.0,13537.0,6.0,848.0
1522,Klickitat,5218.669743,6391.825322,1227.196942,195.90767780000002,20318,WA,3023,9458.0,8775.0,7.0,683.0
1523,Knott,7626.68978,7989.831071,26.65240429,0.0,16346,KY,1073,4818.0,4337.0,10.0,481.0
1524,Knox,4818.615306000001,11558.50447,622.1168146000001,0.0,52919,IL,659,23199.0,21787.0,6.0,1412.0
1525,Knox,5479.402055,11245.20055,135.158573,0.0,38440,IN,756,19027.0,18154.0,5.0,873.0
1526,Knox,12257.03147,15219.47591,332.8820423,0.0,31883,KY,1074,9772.0,8975.0,8.0,797.0
1527,Knox,8012.766764,10045.72959,463.2261631,0.0,39736,ME,1206,20475.0,19635.0,4.0,840.0
1528,Knox,1538.528955,1716.295725,440.2785529,0.0,4131,MO,1563,1963.0,1887.0,4.0,76.0
1529,Knox,2886.142633,3093.188984,2507.570364,607.9023123,8701,NE,1738,4717.0,4566.0,3.0,151.0
1530,Knox,11587.8863,16532.93742,237.1072944,0.0,60921,OH,2123,31227.0,29779.0,5.0,1448.0
1531,Knox,63027.73874,114215.0809,0.0,0.0,432226,TN,2520,228031.0,217386.0,5.0,10645.0
1532,Knox,522.8340291999999,873.9849227,225.4743255,36.10981858,3719,TX,2707,1680.0,1617.0,4.0,63.0
1533,Kodiak Island,688.6934711,2165.207045,366.02207880000003,303.6777603,13592,AK,,,,,
1534,Koochiching,2895.857242,3789.6507079999997,1230.337668,408.44909839999997,13311,MN,1376,6253.0,5747.0,8.0,506.0
1535,Kootenai,22411.50332,35348.42388,917.4096463999999,0.0,138494,ID,594,71550.0,67880.0,5.0,3670.0
1536,Kosciusko,17699.844409999998,20714.50373,541.7860357000001,0.0,77358,IN,757,40662.0,39008.0,4.0,1654.0
1537,Kossuth,2669.362631,3687.3386060000003,1483.031984,5.969691715,15543,IA,862,8839.0,8585.0,3.0,254.0
1538,La Crosse,9195.399083,24067.6392,116.8660166,0.0,114638,WI,,,,,
1539,La Paz,7727.607120000001,9314.251167,3676.2246119999995,2016.743211,20489,AZ,,,,,
1540,La Plata,8295.492627,11101.77064,1039.556766,13.95734272,51334,CO,,,,,
1541,La Salle,14589.38171,23039.27868,1071.804511,0.0,113924,IL,,,,,
1542,La Salle,4024.5599159999997,5356.019448,232.92710669999997,0.0,14890,LA,,,,,
1543,La Salle,2511.4971760000003,3710.9186799999998,1275.979637,1194.717083,6886,TX,,,,,
1544,LaGrange,13022.003709999999,14010.892730000001,161.53129769999998,0.0,37128,IN,758,18900.0,18209.0,4.0,691.0
1545,LaMoure,1115.5426400000001,1115.5426400000001,1115.5045810000001,799.0923280000001,4139,ND,2050,2272.0,2216.0,3.0,56.0
1546,LaPorte,17895.34476,28373.655939999997,412.1471127,0.0,111467,IN,760,48522.0,45477.0,6.0,3045.0
1547,Labette,3802.5708950000003,6683.643379,525.5244798,0.0,21607,KS,957,10753.0,10137.0,6.0,616.0
1548,Lac qui Parle,1070.171061,1445.779506,282.9148535,0.0,7259,MN,,,,,
1549,Lackawanna,15357.76733,44877.7459,0.0,0.0,214437,PA,2320,106408.0,100205.0,6.0,6203.0
1550,Laclede,10101.194309999999,12234.57337,1183.630553,20.36487591,35571,MO,1564,15940.0,14928.0,6.0,1012.0
1551,Lafayette,2270.254243,2994.803529,678.6761740000001,0.0,7645,AR,155,2617.0,2418.0,8.0,199.0
1552,Lafayette,2321.71702,2544.028813,143.6914495,0.0,8870,FL,366,3204.0,3057.0,5.0,147.0
1553,Lafayette,29166.7532,55366.345,0.0,0.0,221578,LA,1162,120282.0,113456.0,6.0,6826.0
1554,Lafayette,5895.391293,7891.543545,499.2582312,0.0,33381,MO,1565,17186.0,16353.0,5.0,833.0
1555,Lafayette,15250.93848,19106.036969999997,914.4274810000001,0.0,47351,MS,1464,24447.0,23112.0,6.0,1335.0
1556,Lafayette,4117.860693,4581.942895,702.6926178,0.0,16836,WI,3132,9755.0,9397.0,4.0,358.0
1557,Lafourche,19868.02069,28685.96956,14.06807642,0.0,96318,LA,1163,46710.0,44181.0,5.0,2529.0
1558,Lake and Peninsula,748.8588642000001,748.8588642000001,748.8588642000001,748.7083235,1631,AK,,,,,
1559,Lake of the Woods,1021.583454,1088.616733,592.5887761,45.46810494,4045,MN,,,,,
1560,Lake,14900.08954,21390.80777,22.82749406,9.675057937,64665,CA,211,29060.0,26852.0,8.0,2208.0
1561,Lake,3033.786701,3105.840609,64.00163984,0.0,7310,CO,287,4566.0,4389.0,4.0,177.0
1562,Lake,57956.21513,77076.37289,430.1153005,0.0,297052,FL,367,140801.0,133031.0,6.0,7770.0
1563,Lake,41825.66148,96283.23024,0.0,0.0,703462,IL,660,367049.0,347276.0,5.0,19773.0
1564,Lake,45598.317039999994,107523.1212,0.0,0.0,496005,IN,759,229689.0,214013.0,7.0,15676.0
1565,Lake,4829.095754,5261.65902,809.5630931,0.0,11539,MI,1299,3672.0,3357.0,9.0,315.0
1566,Lake,1236.672064,2106.202112,222.4001767,33.20040257,10866,MN,1378,5610.0,5342.0,5.0,268.0
1566,Lake,1236.672064,2106.202112,222.4001767,33.20040257,10866,MN,1379,2422.0,2315.0,4.0,107.0
1567,Lake,8897.601035,11257.03013,1451.301631,2.6964896769999998,28746,MT,1651,12677.0,12044.0,5.0,633.0
1568,Lake,19795.94195,36792.84459,0.0,0.0,230041,OH,2124,123466.0,117878.0,5.0,5588.0
1569,Lake,2267.705716,2721.014999,1647.099094,1465.345474,7895,OR,2267,3436.0,3173.0,8.0,263.0
1570,Lake,1217.119915,2697.842202,303.4800865,0.0,11200,SD,2445,6498.0,6262.0,4.0,236.0
1571,Lake,1829.239643,2520.109181,6.763726232000001,0.0,7832,TN,2521,1968.0,1800.0,9.0,168.0
1572,Lamar,5113.0037600000005,6133.15981,52.19318532,0.0,14564,AL,39,5615.0,5260.0,6.0,355.0
1573,Lamar,5264.242888000001,6717.021145000001,0.40281751299999996,0.0,18317,GA,486,7682.0,7092.0,8.0,590.0
1574,Lamar,11763.80637,16367.20222,830.6258015999999,0.0,55658,MS,1465,28902.0,27511.0,5.0,1391.0
1575,Lamar,11074.9044,16501.13237,3311.470411,1.337033946,49793,TX,2708,22164.0,21107.0,5.0,1057.0
1576,Lamb,1940.228381,4065.7126479999997,111.27300179999999,0.0,13977,TX,2709,5504.0,5013.0,9.0,491.0
1577,Lamoille,5197.231659,6423.999329,109.47299070000001,0.0,24475,VT,2862,13769.0,13130.0,5.0,639.0
1578,Lampasas,4675.698592,5934.846115,1089.0510789999998,29.49809371,19677,TX,2710,9048.0,8651.0,4.0,397.0
1579,Lancaster,12750.8626,55071.69007999999,786.0157211000001,0.0,285407,NE,1739,167490.0,163068.0,3.0,4422.0
1580,Lancaster,59050.26999,98968.54699,0.0,0.0,519445,PA,2321,275981.0,264626.0,4.0,11355.0
1581,Lancaster,19476.80227,25642.52083,139.13047580000003,0.0,76652,SC,2388,36712.0,34404.0,6.0,2308.0
1582,Lancaster,2805.690098,3052.275305,28.10349242,0.0,11391,VA,2920,5130.0,4791.0,7.0,339.0
1583,Lander,623.6535092,849.204248,242.5943383,159.57156569999998,5775,NV,1786,3282.0,3064.0,7.0,218.0
1584,Lane,638.6502016,638.6502016,638.6502016,544.6646278,1750,KS,958,878.0,849.0,3.0,29.0
1585,Lane,34145.320230000005,77059.59062,3296.609223,0.056880383,351715,OR,2268,172546.0,162505.0,6.0,10041.0
1586,Langlade,3649.2811469999997,5653.377021,1689.3408359999999,0.0,19977,WI,3133,9483.0,8906.0,6.0,577.0
1587,Lanier,3032.8331,4510.308027,60.18433747,0.0,10078,GA,487,3782.0,3530.0,7.0,252.0
1588,Lapeer,17402.49667,21063.15581,0.0,0.0,88319,MI,1300,39712.0,36846.0,7.0,2866.0
1589,Laramie,7936.155348,17872.332280000002,999.9989081,66.95934658,91738,WY,3183,48727.0,46788.0,4.0,1939.0
1590,Larimer,25043.33871,64354.09474,977.37406,407.64939389999995,299630,CO,289,180520.0,174549.0,3.0,5971.0
1591,Larue,3699.976885,5142.0395,80.61978917,0.0,14193,KY,1075,5858.0,5560.0,5.0,298.0
1592,Las Animas,3088.681662,5171.109921,1079.028267,352.77043169999996,15507,CO,,,,,
1593,Lassen,12105.44949,13529.87192,2270.548243,1386.562885,34895,CA,212,10783.0,10004.0,7.0,779.0
1594,Latah,4024.772342,8792.804245000001,1233.291011,0.0,37244,ID,595,19460.0,18779.0,4.0,681.0
1595,Latimer,3231.0367149999997,3899.118537,818.1887686000001,0.0,11154,OK,2209,3862.0,3548.0,8.0,314.0
1596,Lauderdale,19829.599290000002,29301.432569999997,614.4858436000001,0.0,92709,AL,40,42649.0,39687.0,7.0,2962.0
1597,Lauderdale,20632.02985,30083.4967,1167.898677,0.0,80261,MS,1466,31661.0,29585.0,7.0,2076.0
1598,Lauderdale,8059.274077,10906.64186,20.48881308,0.0,27815,TN,2522,9580.0,8733.0,9.0,847.0
1599,Laurel,19842.25375,24390.03599,80.35877665,0.0,58849,KY,1076,23480.0,22022.0,6.0,1458.0
1600,Laurens,13444.44779,17977.272090000002,382.910339,0.0,48434,GA,488,18642.0,17235.0,8.0,1407.0
1601,Laurens,23965.53116,27340.59524,15.86463179,0.0,66537,SC,2389,30282.0,28304.0,7.0,1978.0
1602,Lavaca,4094.162335,5553.49094,731.0577889,0.919559894,19263,TX,2712,8798.0,8465.0,4.0,333.0
1603,Lawrence,11585.72952,12768.99092,475.06722469999994,0.0,34339,AL,41,13673.0,12616.0,8.0,1057.0
1604,Lawrence,5122.452322,6971.175826000001,2138.650596,0.0,17415,AR,156,7046.0,6623.0,6.0,423.0
1605,Lawrence,4131.554053,4562.769203,15.05278664,0.0,16833,IL,662,6142.0,5706.0,7.0,436.0
1606,Lawrence,10545.530359999999,14299.96921,330.7393367,0.0,46134,IN,761,20278.0,18949.0,7.0,1329.0
1607,Lawrence,6262.855743,7735.528798,920.279472,0.0,15860,KY,1077,5128.0,4653.0,9.0,475.0
1608,Lawrence,9768.602861,13904.114880000001,272.5455374,0.0,38634,MO,1566,17888.0,17011.0,5.0,877.0
1609,Lawrence,4774.182152,5192.055119,1193.563316,0.0,12929,MS,1467,4745.0,4403.0,7.0,342.0
1610,Lawrence,14162.439919999999,19728.72224,1336.24011,0.0,62450,OH,2125,24897.0,23438.0,6.0,1459.0
1611,Lawrence,22149.22712,28348.359819999998,0.0,0.0,91108,PA,2322,42110.0,39454.0,6.0,2656.0
1612,Lawrence,3647.6247700000004,5994.5624,173.7523862,0.001581795,24097,SD,2446,12712.0,12296.0,3.0,416.0
1613,Lawrence,14053.83787,16656.71476,617.1593372000001,0.0,41869,TN,2523,17691.0,16525.0,7.0,1166.0
1614,Le Flore,15827.076509999999,19148.410369999998,2218.8751859999998,111.18018970000001,50384,OK,,,,,
1615,Le Sueur,2247.3840920000002,3894.8164799999995,0.0,0.0,27703,MN,,,,,
1616,Lea,8491.662295,19991.74115,821.5939717,620.4343809,64727,NM,1843,29783.0,27941.0,6.0,1842.0
1617,Leake,10663.65128,11883.890959999999,1333.434207,0.0,23805,MS,1468,7890.0,7405.0,6.0,485.0
1618,Leavenworth,7500.683062,14414.45808,58.20885716,0.0,76227,KS,959,35272.0,33686.0,5.0,1586.0
1619,Lebanon,13551.9528,22977.14985,0.0,0.0,133568,PA,2323,70063.0,66890.0,5.0,3173.0
1620,Lee,33032.808730000004,46221.39138,180.50697240000002,0.0,140247,AL,42,70859.0,67140.0,5.0,3719.0
1621,Lee,4596.2653740000005,5992.5901810000005,582.1241545,0.0,10424,AR,157,3180.0,2968.0,7.0,212.0
1622,Lee,91690.632,156785.7578,0.0,0.0,618754,FL,368,319381.0,302883.0,5.0,16498.0
1623,Lee,4224.3996560000005,5637.287641,2.98831718,0.0,28298,GA,489,14130.0,13379.0,5.0,751.0
1624,Lee,4700.4956649999995,7763.083433,730.1448861,0.0,35862,IA,863,18283.0,17293.0,5.0,990.0
1625,Lee,5499.517857,7727.4399650000005,221.95468680000002,0.0,36031,IL,663,17839.0,16887.0,5.0,952.0
1626,Lee,3630.895568,4127.966496,0.504143824,0.0,7887,KY,1078,2072.0,1900.0,8.0,172.0
1627,Lee,20339.7155,27907.16877,0.0,0.0,82910,MS,1469,39860.0,37648.0,6.0,2212.0
1628,Lee,14660.95261,19890.78777,0.0,0.0,57866,NC,1979,26090.0,24208.0,7.0,1882.0
1629,Lee,8721.352942,10023.58523,506.81366569999994,0.0,19220,SC,2390,6459.0,5915.0,8.0,544.0
1630,Lee,2854.3213140000003,4052.228907,337.04947169999997,0.0,16612,TX,2713,9294.0,8964.0,4.0,330.0
1631,Lee,8612.978777,9566.861564,0.0,0.0,25587,VA,2921,8572.0,7952.0,7.0,620.0
1632,Leelanau,4508.678116,4785.409477,865.1715569,0.0,21708,MI,1301,10566.0,10009.0,5.0,557.0
1633,Leflore,10617.00807,18831.76394,1051.386149,0.0,32317,MS,1470,10491.0,9362.0,11.0,1129.0
1634,Lehigh,20812.5614,56982.518220000005,65.93570273,0.0,349497,PA,2324,185778.0,175869.0,5.0,9909.0
1635,Lemhi,2691.288395,3213.528392,1033.601105,506.61223739999997,7936,ID,596,3376.0,3137.0,7.0,239.0
1636,Lenawee,18499.172980000003,24385.80518,2.4910122230000002,0.0,99892,MI,1302,47393.0,45018.0,5.0,2375.0
1637,Lenoir,14206.087980000002,19188.90857,0.0,0.0,59495,NC,1980,27741.0,25980.0,6.0,1761.0
1638,Leon,32607.69568,73839.35727000001,282.9553039,0.0,275487,FL,369,147573.0,140142.0,5.0,7431.0
1639,Leon,4859.038711,5688.615614,1312.1596710000001,0.0,16801,TX,2714,6927.0,6558.0,5.0,369.0
1640,Leslie,6024.300621,6324.382364,212.3807423,0.0,11310,KY,1079,2932.0,2612.0,11.0,320.0
1641,Letcher,9436.445131,10603.54516,0.0,0.0,24519,KY,1080,6859.0,6092.0,11.0,767.0
1642,Levy,14664.42603,16735.186840000002,1797.794825,231.75294449999998,40801,FL,370,16448.0,15496.0,6.0,952.0
1643,Lewis and Clark,7954.485029,12546.084209999999,1275.300424,957.7674678999999,63395,MT,,,,,
1644,Lewis,1018.2843119999999,1243.983284,721.2988749,21.13782182,3821,ID,597,1590.0,1498.0,6.0,92.0
1645,Lewis,5691.389913,6637.746094,112.99759350000001,0.0,13870,KY,1081,5054.0,4629.0,8.0,425.0
1646,Lewis,3265.514672,3747.3983270000003,1654.045583,22.15729781,10211,MO,1567,5214.0,4958.0,5.0,256.0
1647,Lewis,8225.491212,9076.920434,1471.747196,0.0,27087,NY,1888,11834.0,11016.0,7.0,818.0
1648,Lewis,3551.795283,4587.963398,21.07389284,0.0,12161,TN,2524,4796.0,4446.0,7.0,350.0
1649,Lewis,16227.39463,21139.66555,2159.193969,0.027363347000000003,75455,WA,3024,31232.0,28588.0,9.0,2644.0
1650,Lewis,5056.201946,6043.447124,321.60731489999995,0.0,16372,WV,3064,6962.0,6387.0,8.0,575.0
1651,Lexington,44568.14248,63427.17072,18.547448499999998,0.0,262391,SC,2391,145391.0,138363.0,5.0,7028.0
1652,Lexington,10.56951135,668.7475129,0.0,0.0,7042,VA,2982,2252.0,2098.0,7.0,154.0
1653,Liberty,2981.703307,3325.26792,648.0467347,0.738293785,8365,FL,371,2638.0,2483.0,6.0,155.0
1654,Liberty,18128.074259999998,23775.26286,65.97858193,0.0,63453,GA,490,24973.0,23396.0,6.0,1577.0
1655,Liberty,576.5579703,810.3520413,459.6293132,276.384166,2339,MT,1653,984.0,958.0,3.0,26.0
1656,Liberty,19908.01565,23692.25024,2616.106478,0.0,75643,TX,2715,30920.0,28789.0,7.0,2131.0
1657,Licking,18984.63979,32550.007889999997,73.70081032,0.0,166492,OH,2126,86932.0,83077.0,4.0,3855.0
1658,Limestone,20077.224830000003,23849.31112,159.8895571,0.0,82782,AL,43,39948.0,37757.0,6.0,2191.0
1659,Limestone,4561.864708,7389.778739,1489.962825,0.0,23384,TX,2716,8572.0,8143.0,5.0,429.0
1660,Lincoln,7400.248688,7468.256149,2916.100405,0.0,14134,AR,158,4126.0,3873.0,6.0,253.0
1661,Lincoln,866.9334802999999,1285.4353609999998,369.66456610000006,200.92171100000002,5467,CO,291,2169.0,2095.0,3.0,74.0
1662,Lincoln,2965.314264,3404.8841820000002,281.51320110000006,0.0,7996,GA,491,3365.0,3138.0,7.0,227.0
1663,Lincoln,2188.249188,2188.249188,2123.301356,473.80858279999995,5208,ID,598,2639.0,2518.0,5.0,121.0
1664,Lincoln,543.385387,656.6847118,277.2916513,1.2678373090000001,3241,KS,960,1798.0,1736.0,3.0,62.0
1665,Lincoln,9840.424473000001,10985.44163,311.175871,0.0,24742,KY,1082,9011.0,8402.0,7.0,609.0
1666,Lincoln,14746.07968,18190.24775,327.9572288,0.0,46735,LA,1165,21098.0,19621.0,7.0,1477.0
1667,Lincoln,8652.309699,9620.984472,502.9232437,0.0,34457,ME,1207,16727.0,15983.0,4.0,744.0
1668,Lincoln,1539.8828640000002,1539.8828640000002,1493.109025,482.31735819999994,5896,MN,1381,3392.0,3273.0,4.0,119.0
1669,Lincoln,13108.78016,14709.74391,696.0936857,0.0,52566,MO,1568,26966.0,25572.0,5.0,1394.0
1670,Lincoln,11058.15915,13845.65815,1871.9998620000001,0.0,34869,MS,1471,14225.0,13363.0,6.0,862.0
1671,Lincoln,5502.871581,7261.878454000001,1094.207496,275.14327260000005,19687,MT,1654,7795.0,7009.0,10.0,786.0
1672,Lincoln,20461.72418,24293.07043,0.0,0.0,78265,NC,1981,40614.0,38408.0,5.0,2206.0
1673,Lincoln,4104.068343,8390.870883,940.4471437999999,311.4918322,36288,NE,1740,18535.0,17998.0,3.0,537.0
1674,Lincoln,6379.42186,7155.688805,1243.449903,288.9587723,20497,NM,1844,8655.0,8157.0,6.0,498.0
1675,Lincoln,1849.320949,1849.320949,1849.320949,1849.320949,5345,NV,1787,1971.0,1852.0,6.0,119.0
1676,Lincoln,10338.25077,11846.523220000001,2712.595592,0.0,34273,OK,2211,15877.0,15135.0,5.0,742.0
1677,Lincoln,8507.720491,11298.54138,466.57675070000005,0.0,46034,OR,2269,20521.0,19157.0,7.0,1364.0
1678,Lincoln,5072.954261,6555.755542,9.490809552,0.0,44828,SD,2447,30397.0,29712.0,2.0,685.0
1679,Lincoln,8792.754639,10250.266609999999,1572.661918,0.0,33361,TN,2525,15117.0,14390.0,5.0,727.0
1680,Lincoln,2648.171918,2964.733671,2362.163,657.8435883999999,10570,WA,3025,4877.0,4590.0,6.0,287.0
1681,Lincoln,4556.361989999999,6766.55727,566.9632679,0.0,28743,WI,3134,15270.0,14507.0,5.0,763.0
1682,Lincoln,9168.43017,10424.649159999999,0.0,0.0,21720,WV,3065,7338.0,6622.0,10.0,716.0
1683,Lincoln,3512.2845399999997,4282.845509000001,466.9663017,274.5317978,18106,WY,3184,8431.0,8032.0,5.0,399.0
1684,Linn,18291.414269999997,37652.57516,0.256060032,0.0,211226,IA,864,120278.0,115690.0,4.0,4588.0
1685,Linn,2410.20231,2664.8154059999997,1017.902101,0.0,9656,KS,961,4328.0,4051.0,6.0,277.0
1686,Linn,2456.219423,3492.221824,938.7927197,0.0,12761,MO,1569,5244.0,4876.0,7.0,368.0
1687,Linn,19204.07429,31205.50869,1183.1693779999998,0.5406800420000001,116672,OR,2270,55192.0,51482.0,7.0,3710.0
1688,Lipscomb,1031.104775,1031.104775,1031.100915,456.544708,3302,TX,2717,1723.0,1656.0,4.0,67.0
1689,Litchfield,13195.531359999999,20632.27174,0.520586792,0.0,189927,CT,321,105607.0,100157.0,5.0,5450.0
1690,Little River,3735.6425329999997,5006.024363,10.48339699,0.0,13171,AR,,,,,
1691,Live Oak,2107.466941,3084.0236579999996,309.9079568,0.9362662759999999,11531,TX,,,,,
1692,Livingston,5689.3264469999995,8461.226546,293.0161659,0.0,38950,IL,664,17243.0,16315.0,5.0,928.0
1693,Livingston,3112.8815170000003,3346.756193,73.66913874,0.0,9519,KY,1083,3685.0,3420.0,7.0,265.0
1694,Livingston,27212.74987,34391.92605,331.44932610000006,0.0,128026,LA,1166,68399.0,64895.0,5.0,3504.0
1695,Livingston,19335.766509999998,26020.728180000002,0.0,0.0,180967,MI,1303,96400.0,91931.0,5.0,4469.0
1696,Livingston,2329.3203989999997,4472.634635,245.9683775,0.0,15195,MO,1570,7307.0,6996.0,4.0,311.0
1697,Livingston,13599.760330000001,16587.7418,0.0,0.0,65393,NY,1889,31425.0,29776.0,5.0,1649.0
1698,Llano,4743.751956,5851.931006,664.9234861000001,0.136829346,19301,TX,2719,8142.0,7797.0,4.0,345.0
1699,Logan,6861.523612000001,8271.284931,563.0951627999999,0.0,22353,AR,160,9162.0,8636.0,6.0,526.0
1700,Logan,2889.141438,4730.037751,1068.114407,123.8008246,22709,CO,292,10928.0,10595.0,3.0,333.0
1701,Logan,3454.1516490000004,5356.313400999999,1125.189612,0.0,30305,IL,665,13008.0,12305.0,5.0,703.0
1702,Logan,249.7332642,567.5163492,164.9762854,100.2930392,2756,KS,962,1756.0,1713.0,2.0,43.0
1703,Logan,7996.591386,9375.086728,157.0879716,0.0,26835,KY,1084,11682.0,11132.0,5.0,550.0
1704,Logan,654.1499691,654.1499691,625.1942163,322.0727682,1990,ND,2051,948.0,921.0,3.0,27.0
1705,Logan,199.1407604,199.1407604,199.1407604,197.65029719999998,763,NE,1741,492.0,478.0,3.0,14.0
1706,Logan,7211.2126,11475.45931,32.68908633,0.0,45858,OH,2127,23096.0,22124.0,4.0,972.0
1707,Logan,11326.94538,13208.245490000001,1664.763777,0.0,41848,OK,2212,21473.0,20655.0,4.0,818.0
1708,Logan,12805.72648,15353.315669999998,3.994893875,0.0,36743,WV,3066,11469.0,10181.0,11.0,1288.0
1709,Long,6587.140378,6587.140378,295.96428660000004,0.0,14464,GA,492,7086.0,6670.0,6.0,416.0
1710,Lonoke,13932.83519,17872.25258,537.8591446,0.0,68356,AR,161,33000.0,31618.0,4.0,1382.0
1711,Lorain,30578.938889999998,63057.84861,0.0,0.0,301356,OH,2128,149794.0,141416.0,6.0,8378.0
1712,Los Alamos,645.0606757,1160.6421300000002,0.0,0.0,17950,NM,,,,,
1713,Los Angeles,160805.3037,1227813.799,709.0306287000001,71.70950993,9818605,CA,,,,,
1714,Loudon,12149.60995,14306.955619999999,0.0,0.0,48556,TN,2526,21899.0,20674.0,6.0,1225.0
1715,Loudoun,4257.443126,14856.0906,2.197470194,0.0,312311,VA,2922,200054.0,192918.0,4.0,7136.0
