,County,People 1 Mile and More,People 1/2 Mile and More,People 10 Miles and More,People 20 Miles and More,Population,State
2402,Rensselaer,17180.0787,31245.659369999998,531.8602471,0.0,159429,NY
2403,Renville,3727.48841,4050.675181,2493.60828,0.0,15730,MN
2404,Renville,657.967493,657.967493,523.8596676,483.80433370000003,2470,ND
2405,Republic,965.2334710000001,1156.981477,416.3313291,0.0,4980,KS
2406,Reynolds,2622.10168,2872.994961,1385.9844859999998,0.0,6696,MO
2407,Rhea,9955.861722,12796.693440000001,0.0,0.0,31809,TN
2408,Rice,1354.4765710000001,2092.817549,651.1466142999999,0.0,10083,KS
2409,Rice,6315.849301,11686.95499,48.969938299999995,0.0,64142,MN
2410,Rich,742.9378475,742.9378475,742.9378475,710.5176794,2264,UT
2411,Richardson,1273.8848150000001,2119.398875,607.8118442000001,0.0,8363,NE
2412,Richland,2079.452938,3548.65614,141.4383017,0.0,16233,IL
2413,Richland,5576.330006,8090.505163,867.9154083999999,0.0,20725,LA
2414,Richland,1476.692934,2013.8286679999999,765.2847284,203.68521069999997,9746,MT
2415,Richland,2358.261725,3919.677668,1941.4163059999998,427.9979518999999,16321,ND
2416,Richland,15856.39251,31294.739569999998,0.0,0.0,124475,OH
2417,Richland,51163.019830000005,97540.45547,1555.771787,0.0,384504,SC
2418,Richland,4444.787020000001,5244.072488000001,1133.03095,0.0,18021,WI
2419,Richmond City,16095.564830000001,65421.56136,0.0,0.0,204214,VA
2420,Richmond,32394.86757,67489.16447,0.0,0.0,200549,GA
2421,Richmond,12105.470220000001,18922.68058,144.50593930000002,0.0,46639,NC
2422,Richmond,5855.677882,43777.56016,0.0,0.0,468730,NY
2423,Richmond,2603.382675,2782.846529,114.78088570000001,0.0,9254,VA
2424,Riley,20233.17761,28272.2566,804.8204876,0.0,71115,KS
2425,Ringgold,1277.20323,1403.055461,176.3285989,0.0,5131,IA
2426,Rio Arriba,14397.06015,16326.35386,4521.063211,1552.547742,40246,NM
2427,Rio Blanco,511.62712419999997,1004.850124,155.2306274,40.29650065,6666,CO
2428,Rio Grande,2023.504105,3232.493258,258.6027343,0.001139284,11982,CO
2429,Ripley,5119.46009,6669.139478,59.5373959,0.0,28818,IN
2430,Ripley,7116.528731999999,7530.392347,1848.5621489999999,0.0,14100,MO
2431,Ritchie,3922.216058,4387.344092,220.78281189999998,0.0,10449,WV
2432,Riverside,211221.9568,497032.7319,1287.79248,151.9399033,2189641,CA
2433,Roane,14582.04239,17619.11639,142.79174880000002,0.0,54181,TN
2434,Roane,6021.492923,6617.535724,949.7678266,0.0,14926,WV
2435,Roanoke City,10428.50051,28596.21304,0.0,0.0,97032,VA
2436,Roanoke,6369.8176490000005,12060.29273,14.55295112,0.0,92376,VA
2437,Roberts,3681.0212549999997,4283.611644,1871.444738,165.490283,10149,SD
2438,Roberts,256.3489186,256.3489186,232.67020359999998,150.3179892,929,TX
2439,Robertson,1131.0499710000001,1131.0499710000001,872.9892511,0.0,2282,KY
2440,Robertson,11350.558490000001,15631.294,5.631241394,0.0,66283,TN
2441,Robertson,4076.3793049999995,5452.7020170000005,1265.695726,0.0,16622,TX
2442,Robeson,55011.7031,64651.256279999994,0.024413833,0.0,134168,NC
2443,Rock Island,12929.58188,30236.08022,325.44993460000006,0.0,147546,IL
2444,Rock,1470.958468,2209.324755,417.96392139999995,0.0,9687,MN
2445,Rock,308.2127615,380.7047369,163.4757949,52.83508661,1526,NE
2446,Rock,21147.951090000002,38036.652030000005,0.0,0.0,160331,WI
2447,Rockbridge,6945.870134000001,7407.697370999999,1387.667741,0.0,22307,VA
2448,Rockcastle,7351.799245,8904.513194,22.20307612,0.0,17056,KY
2449,Rockdale,15280.032780000001,22211.722869999998,0.0,0.0,85215,GA
2450,Rockingham,28555.63235,33678.4403,0.0,0.0,93643,NC
2451,Rockingham,27258.103689999996,34943.404039999994,0.0,0.0,295223,NH
2452,Rockingham,18856.18305,20929.00514,445.67363200000005,0.0,76314,VA
2453,Rockland,16186.9928,44926.38521,0.0,0.0,311687,NY
2454,Rockwall,8521.106296,11682.38212,0.0,0.0,78337,TX
2455,Roger Mills,973.6102204,1188.0102470000002,629.3464887,63.69858362,3647,OK
2456,Rogers,15654.66935,20459.00153,1135.537696,0.0,86905,OK
2457,Rolette,5551.39863,6726.185175,458.1499131,2.288244489,13937,ND
2458,Rooks,674.9226627,1046.864891,288.8355375,0.0,5181,KS
2459,Roosevelt,3013.257663,3628.0997340000004,2743.8268,2655.734061,10425,MT
2460,Roosevelt,4322.041664,8601.913439,580.571503,257.9446327,19846,NM
2461,Roscommon,7114.347443000001,9514.773787,44.57365755,0.0,24449,MI
2462,Roseau,3120.294341,3735.192003,1279.776502,91.9966491,15629,MN
2463,Rosebud,2079.684013,2936.549407,944.6488201999999,138.96932919999998,9233,MT
2464,Ross,18171.55156,22916.65568,1230.733641,0.0,78064,OH
2465,Routt,2793.6241019999998,3873.0441060000003,378.2360497,106.214008,23509,CO
2466,Rowan,7719.7927230000005,9804.870701,76.59772027,0.0,23333,KY
2467,Rowan,31355.415739999997,45149.29671,0.0,0.0,138428,NC
2468,Runnels,2037.6402239999998,3932.773364,661.4614636,0.0,10501,TX
2469,Rush,2873.372429,4164.528771,20.49208927,0.0,17392,IN
2470,Rush,1283.80585,1283.80585,1283.80585,907.2674291000001,3307,KS
2471,Rusk,14063.96565,16751.83595,1960.848229,0.0,53330,TX
2472,Rusk,4184.985032,5265.790120000001,1139.332386,5.9202054770000005,14755,WI
2473,Russell,10944.50666,20830.33397,1632.961569,8.652566845,52947,AL
2474,Russell,1027.878635,1760.25006,532.1775289,163.5081334,6970,KS
2475,Russell,6647.240967,7387.773531999999,192.0897888,0.0,17565,KY
2476,Russell,10412.43576,10922.46002,230.2619191,0.0,28897,VA
2477,Rutherford,24282.46259,28160.42145,805.9727567000001,0.0,67810,NC
2478,Rutherford,34471.335080000004,59233.73779,55.11424008,0.0,262604,TN
2479,Rutland,10877.81202,13452.57068,599.0309165,0.0,61642,VT
2480,Sabine,9058.862226000001,10454.428740000001,2094.595609,0.0,24233,LA
2481,Sabine,4391.938832,4710.124734,1361.9894789999998,0.0,10834,TX
2482,Sac,2177.251524,2478.897165,661.8468649,0.0,10350,IA
2483,Sacramento,70523.7186,265063.8505,482.65918539999996,0.0,1418788,CA
2484,Sagadahoc,5586.708186,7323.897492,129.5441424,0.0,35293,ME
2485,Saginaw,27735.527039999997,56712.623779999994,327.2378697,0.0,200169,MI
2486,Saguache,3201.3976850000004,3201.3976850000004,3142.900264,726.7845543,6108,CO
2487,Salem,6223.658502,10887.66394,0.014195846000000002,0.0,66083,NJ
2488,Salem,2801.6398510000004,5040.43585,0.0,0.0,24802,VA
2489,Saline,20579.37559,26681.402680000003,177.3473206,0.0,107118,AR
2490,Saline,7167.574844,9073.927802,276.46570180000003,0.0,24913,IL
2491,Saline,4388.442836,13218.666729999999,382.52385760000004,0.0,55606,KS
2492,Saline,4198.104172,6845.499091,403.014087,0.0,23370,MO
2493,Saline,2392.090052,4379.897316,875.3177278999999,0.0,14200,NE
2494,Salt Lake,42606.50605,170402.3128,0.0,0.0,1029655,UT
2495,Saluda,6829.257745999999,7851.655276,240.6070727,0.0,19875,SC
2496,Sampson,23530.654469999998,27237.77524,913.6151699999999,0.0,63431,NC
2497,San Augustine,3618.449232,4385.4251030000005,1340.901374,76.49531049,8865,TX
2498,San Benito,3626.1900920000003,8340.119207,161.92869140000002,42.50507799,55269,CA
2499,San Bernardino,213386.4136,471690.1601,4975.955736,789.618926,2035210,CA
2500,San Diego,117893.1404,404472.94399999996,2726.644288,2.616917177,3095313,CA
2501,San Francisco,11271.527390000001,40832.49196,0.0,0.0,805235,CA
2502,San Jacinto,8951.469216,9376.306407,201.3055896,0.0,26384,TX
2503,San Joaquin,50802.81918,142050.0037,272.4272621,0.0,685306,CA
2504,San Juan,136.63962859999998,136.63962859999998,135.60500530000002,0.0,699,CO
